name,male_count,female_count
ABRAM,15645,0
AUBREY,29905,100348
ELLIOTT,41782,3240
HANS,14475,5
KARL,99762,913
MINOR,1727,12
WASH,1196,0
WILFRED,29174,103
ALLAN,93892,253
ALPHONSE,10166,0
DALLAS,59062,11643
ISIAH,23387,11
JASON,1024539,5011
JOHNNY,310560,3713
LAWSON,11147,303
LEW,2171,15
MICHEAL,153143,1836
ORIN,5539,11
ADDISON,12623,110535
CAL,5199,10
ERASTUS,407,0
FRANCISCO,131432,954
HARDY,5404,10
LUCIEN,8159,5
RANDOLPH,49185,112
STEWART,30947,85
VERN,11463,485
WILMER,15102,743
ZACK,7714,0
ADRIAN,224939,15065
ALVAH,1796,72
BERTRAM,7888,0
CLAY,36288,263
EPHRAIM,6166,0
FRITZ,6206,0
GILES,4577,0
GROVER,26882,92
HARRIS,14788,116
ISOM,1735,0
JESUS,222957,2647
JOHNIE,20860,5131
JONATHAN,827305,3521
LUCIAN,9843,32
MALCOLM,60443,119
MERRITT,5327,1669
OTHO,3328,0
PERLEY,1020,32
ROLLA,1306,65
SANDY,10369,68440
TOMAS,27426,27
WILFORD,10386,5
ADOLPHUS,4096,0
ANGUS,6063,0
ARTHER,4975,47
CARLOS,282863,2021
CARY,24235,5307
CASSIUS,4959,0
DAVIS,27631,797
HAMILTON,5940,0
HARVE,554,0
ISRAEL,57915,1131
LEANDER,6067,28
MELVILLE,2269,14
MURRAY,21467,315
PLEASANT,629,73
STERLING,30166,2261
STEVEN,1278305,4465
AXEL,33546,111
BOYD,26817,65
BRYANT,49110,232
CLEMENT,13668,6
ERWIN,20729,49
EZEKIEL,36234,13
FOSTER,11128,129
GEO,971,16
HOUSTON,14799,285
ISSAC,21050,17
JULES,8429,1248
LARKIN,2086,1387
MAT,790,0
MORTON,12309,5
ORLANDO,46487,242
PIERCE,15135,186
PRINCE,14979,550
ROLLIE,3474,24
ROLLIN,5609,0
SIM,1933,0
STUART,68381,314
WILBURN,10317,15
BENNETT,35002,977
CASPER,4529,0
CHRIST,3714,52
EGBERT,1222,0
ELMO,10079,247
GABRIEL,328386,6640
HECTOR,100443,481
HORATIO,1360,0
LIGE,1280,0
SAUL,38436,74
SMITH,4316,101
SQUIRE,511,0
TOBE,932,29
WYATT,137667,387
ALFORD,4779,5
ALTON,46407,376
ANDRES,80340,444
BURL,7155,19
CICERO,1433,0
DEAN,171823,2878
DORSEY,5400,817
ENOS,3558,0
HOWELL,3846,0
LOYD,22381,86
MAHLON,5166,11
NAT,2157,0
OMAR,93554,456
ORAN,4282,0
PARKER,96090,13291
RALEIGH,8598,1854
REGINALD,109615,757
RUBIN,6896,16
SEYMOUR,13059,10
WM,2650,86
YOUNG,2200,532
BENJAMINE,1800,0
CARLTON,48384,277
ELDRIDGE,5163,0
ELZIE,3839,595
GARRETT,128694,452
ISHAM,608,0
JOHNSON,6574,22
LARRY,804908,3559
LOGAN,306404,23317
MERRILL,12913,2011
MONT,884,0
OREN,8222,35
PIERRE,17475,74
REX,57053,140
RODNEY,244981,1176
TED,74758,264
WEBSTER,4357,0
WEST,2739,0
WHEELER,1619,5
WILLAM,3495,0
AL,16946,255
ALOYSIUS,5545,0
ALVIE,4022,596
ART,5890,5
BAILEY,20565,94370
BENJAMAN,2019,0
BEVERLY,4633,376751
BISHOP,5188,5
CLOYD,3050,0
COLEMAN,15926,29
DANA,53037,191218
DUNCAN,19216,11
DWIGHT,77946,325
EMILE,8004,641
EVERT,3249,0
HENDERSON,3829,0
HUNTER,222281,11339
LEM,1296,0
LUIS,266672,1510
MATHIAS,8134,0
MAYNARD,14787,22
MIGUEL,172267,980
MORTIMER,1919,0
NELS,3683,0
NORRIS,16259,523
PAT,26732,40124
PHIL,19937,73
RUSH,2438,0
SANTIAGO,52693,94
SOL,7135,1923
SYDNEY,9102,166291
THADDEUS,23219,32
THORNTON,3064,0
TIM,82984,188
TRAVIS,300092,2116
TRUMAN,14730,26
WATSON,3711,0
WEBB,1464,0
WELLINGTON,2566,0
WINFRED,10073,351
WYLIE,4952,344
ALEC,51521,337
BASIL,12524,145
BAXTER,3633,0
BERTRAND,3959,0
BUFORD,10841,110
BURR,803,0
CLEVELAND,21784,87
COLONEL,1250,0
DEMPSEY,3747,283
EARLY,3956,373
ELLSWORTH,7305,0
FATE,1153,119
FINLEY,8605,10750
GABE,3714,0
GARLAND,23701,831
GERALD,446945,2385
HERSCHEL,10413,0
HEZEKIAH,6627,5
JUSTUS,7716,679
LINDSEY,7694,155477
MARCELLUS,7231,5
OLAF,2465,0
OLIN,9065,5
PABLO,43333,69
ROLLAND,9659,5
TURNER,8045,232
VERNE,5841,878
VOLNEY,629,0
WILLIAMS,5712,24
ALMON,1609,18
ALOIS,2463,186
ALONZA,3309,6
ANSON,6294,5
AUTHUR,2192,0
BENTON,8896,0
BILLIE,31558,101236
CORNELIOUS,2468,113
DARIUS,50000,272
DENIS,19817,813
DILLARD,3728,0
DOCTOR,379,0
ELVIN,19943,234
ERIC,871976,4293
EVANS,4854,43
GIDEON,12646,11
HAYWOOD,6458,0
HILLIARD,1859,0
HOSEA,4955,20
LINCOLN,48194,759
LONZO,3770,0
LUCIOUS,4543,5
LUM,494,0
MALACHI,43408,226
NEWT,718,0
NOEL,45376,13688
ORIE,1668,428
PALMER,7492,1387
PINKNEY,531,0
SUMNER,2326,190
TERRY,422208,96877
URBAN,3043,0
URIAH,8196,687
VALENTINE,6149,1787
WALDO,5671,6
WARNER,7437,49
WONG,187,0
ZEB,2614,0
ABEL,47412,113
ALDEN,14329,754
ARCHER,8862,144
AVERY,51326,109549
CARSON,97731,6442
CULLEN,13581,106
DOC,1155,0
EBEN,3213,6
ELIGE,528,0
ELMORE,3952,10
ERNST,2372,0
FINIS,2195,5
GODFREY,3153,0
GUSS,1137,0
HAMP,1076,0
HERMANN,721,0
ISADORE,5592,162
ISREAL,4243,58
JONES,3330,12
LAFE,679,0
LELAND,51947,422
LLEWELLYN,3315,291
LUDWIG,2618,0
MANFORD,1479,0
MAXWELL,87030,310
OBIE,4030,271
OCTAVE,443,0
ORRIN,5430,0
OSWALD,3934,0
PARK,1554,0
PARLEY,614,0
RAMON,74502,534
RICE,287,0
STONEWALL,686,0
TILLMAN,3475,0
ARON,18176,355
ASHLEY,15601,841259
BERNHARD,1651,0
BERTON,1874,0
BUSTER,8062,5
BUTLER,987,0
CARLETON,4828,0
CLARANCE,4078,0
CRAWFORD,4167,19
DANIAL,9218,80
DAYTON,13810,492
DOLPHUS,1245,0
ELDER,1876,52
EPHRIAM,921,0
FAYETTE,438,579
FELIPE,29360,133
FERNANDO,94223,585
FLEM,239,0
FORD,6024,5
HARLAN,23133,177
HAYES,6928,248
HENERY,2112,0
HOY,819,0
HUSTON,2605,0
IVORY,8249,9262
JONAH,60309,545
JUSTIN,769906,3791
LENARD,9916,7
LEOPOLD,3155,0
LIONEL,29670,44
MANLEY,2233,0
MARQUIS,23103,474
MARSHAL,5139,74
MART,1040,0
ODIE,2540,1589
OLEN,7316,13
ORAL,2801,506
ORLEY,459,0
OTHA,6379,1403
PRESS,241,0
PRICE,3452,40
QUINCY,23912,3394
RANDALL,197061,1155
RICH,4146,0
RICHMOND,4130,0
ROMEO,17704,0
RUSSEL,16378,12
RUTHERFORD,668,0
SHADE,1002,841
SHELBY,16086,143557
SOLON,1281,0
THURMAN,16324,5
TILDEN,1047,38
TROY,209713,2621
WOODSON,1045,0
WORTH,2085,0
ADEN,18346,548
ALCIDE,982,0
ALF,1130,0
ALGIE,1529,361
ARLIE,6562,2141
BART,16342,5
BEDFORD,1230,0
BENITO,13406,31
BILLY,382102,5352
BIRT,263,5
BRUNO,15421,0
BURLEY,2302,40
CHANCY,643,209
CLAUS,361,0
CLIFF,9005,0
CLOVIS,2973,627
CREED,2854,0
DELOS,1313,0
DUKE,7604,0
EBER,1167,0
ELIGAH,1727,0
ELLIOT,37360,3468
ELTON,20666,188
EMMITT,9884,0
GENE,126157,6979
GOLDEN,2529,1925
HAL,16527,12
HARDIN,796,0
HARMAN,955,63
HERVEY,1119,0
HOLLIS,14186,4092
IVEY,1778,3123
LEN,4432,107
LINDSAY,5124,129153
LONIE,1078,1677
LYLE,57268,970
MAC,8451,34
MAL,302,0
MATH,100,0
MILLER,6893,755
ORSON,1766,0
OSBORNE,1605,0
PERCIVAL,978,0
PLEAS,831,0
PLES,389,0
RAFAEL,76034,569
RAOUL,2853,0
RODERICK,46193,263
SHELTON,11716,172
SID,2856,5
THERON,12411,32
TOBIAS,17836,0
TONEY,6343,194
TYLER,580385,16245
VANCE,24910,138
WALTON,5559,10
WATT,445,0
WEAVER,508,0
WILTON,8504,41
ADOLF,1394,0
ALBIN,4339,0
ALBION,656,0
ALLISON,3780,291001
ALPHEUS,750,0
ANASTACIO,2231,0
ANDRE,120281,2196
ARLINGTON,1429,39
ARMAND,15012,6
ASBERRY,322,0
ASBURY,579,0
ASHER,43075,696
AUGUSTIN,3545,0
AUTHER,2349,17
AUTHOR,2172,0
BALLARD,1153,0
BLAS,2748,0
CAESAR,4963,0
CANDIDO,2016,0
CATO,377,0
CLARKE,3556,572
CLEMENTE,3529,0
COLIN,122519,435
COMMODORE,368,0
COY,16247,866
CRUZ,21220,4020
CURT,16601,0
DAMON,62545,316
DAVIE,3186,748
DELMAR,14055,134
DEXTER,32055,217
DOSS,374,0
DREW,73391,6809
EDSON,3808,0
ELAM,2143,0
ELIHU,1087,0
ERNIE,16342,713
FERD,689,0
FRIEND,74,0
GARRY,47464,179
GARY,899527,3288
GUSTAF,713,0
HAMPTON,3877,101
HARRIE,416,52
HENCE,66,0
HILLARD,2356,0
HOLLIE,1453,17827
HOLMES,588,0
HYMAN,5858,0
ISHMAEL,5602,0
JARRETT,22042,78
JESSEE,1608,302
JOESEPH,2798,0
JUNIOUS,1714,0
KIRK,67494,197
LEVY,3192,50
MERVIN,11801,38
MICHEL,10292,3479
MILFORD,8190,13
MITCHEL,13131,22
NOBLE,8355,350
OBED,3455,0
ORREN,836,0
OTTIS,4375,174
RAFE,1971,0
REDDEN,26,0
REESE,16028,29004
RUBE,612,0
RUPERT,5377,16
SALOMON,3276,0
SANDERS,2256,6
SOLOMAN,1528,0
STACY,22122,162576
STANFORD,7606,0
STANTON,6479,0
THAD,8115,5
TITUS,18008,11
TRACY,61116,250683
WENDELL,53035,562
WILHELM,1607,0
WILLIAN,3913,18
YEE,281,201
ZEKE,4729,0
AB,362,0
ABBOTT,936,24
AGUSTUS,370,0
ALBERTUS,421,0
ALMER,559,322
ALPHONSO,14981,27
ALVIA,442,388
ARVID,3075,0
ASHBY,1502,645
AURTHUR,413,0
BABE,345,383
BALDWIN,574,0
BARNETT,1274,6
BARTHOLOMEW,3982,0
BARTON,9312,0
BERNIE,9116,1534
BLAINE,30913,1028
BOSTON,6927,629
BRAD,82766,233
BRADFORD,31632,39
BRADLEY,302492,1495
BROOKS,23275,1157
BUCK,6121,0
BUDD,1090,0
CEYLON,86,0
CHALMERS,1081,0
CHESLEY,2264,574
CHIN,134,0
CROCKETT,279,0
CYRIL,11646,97
DENVER,14532,1435
DOW,1086,0
DUFF,441,0
EDIE,80,4592
ELICK,113,0
ELIE,2707,278
ELIGA,434,0
ELISEO,8834,0
ELROY,7268,6
ELY,3975,392
ENNIS,3100,320
ENRIQUE,56106,260
ERASMUS,105,0
ESAU,2654,0
EVERETTE,10196,155
FIRMAN,193,0
FLEMING,1017,0
GARDNER,2877,5
GEE,64,17
GORGE,2602,0
GOTTLIEB,320,0
GREGORIO,10311,5
GREGORY,705897,2861
GUSTAVUS,266,0
HALSEY,408,214
HANDY,538,5
HARDIE,644,0
HARL,601,0
HAYDEN,93883,24191
HAYS,562,0
HERMON,3954,36
HERSHEL,9956,5
HOLLY,1541,199216
HOSTEEN,65,0
HOYT,7875,10
HUDSON,48399,964
HUEY,6791,5
HUMPHREY,1039,0
HUNT,186,0
HYRUM,2843,0
IRVEN,1086,0
ISAM,246,0
JABEZ,967,0
JODIE,3590,27092
JUDD,4829,0
JULIOUS,1704,0
JUSTICE,16582,15152
KELLY,81439,470523
KIT,2745,1247
KNUTE,676,0
LAVERN,9963,6846
LAWYER,1009,0
LAYTON,8418,482
LEONIDAS,4590,0
LEWIE,850,0
LINWOOD,12693,5
LORAN,3683,811
LORIN,4689,2586
MACE,1488,0
MALCOM,5185,0
MANLY,521,0
MANSON,760,0
MATTHIAS,7253,0
MERIDA,5,813
MINER,274,0
MONTGOMERY,3983,295
MORONI,366,0
MURDOCK,287,0
NATE,3630,303
NATHANIAL,10274,0
NIMROD,325,0
NORVAL,2376,0
NOVA,1055,12657
ORION,13794,373
ORLA,285,755
ORRIE,675,313
PAYTON,23186,49355
PHILO,301,0
PHINEAS,1733,0
PRESLEY,3905,18906
RANSOM,3985,5
REECE,16984,3584
RENE,48893,21692
ROSWELL,1359,0
ROWLAND,4086,0
SAMPSON,3497,0
SAMUAL,5386,0
SANTOS,16428,2757
SCHUYLER,4047,1198
SHEPPARD,439,0
SPURGEON,1394,0
STARLING,936,134
SYLVANUS,420,0
THEADORE,3952,0
THEOPHILE,216,0
TILMON,573,0
TOMMY,175429,2820
UNKNOWN,9241,9370
VANN,1805,24
WES,4364,0
WINSTON,25684,92
WOOD,275,0
WOODIE,1924,338
WORTHY,363,5
WRIGHT,1438,0
YORK,883,0
ZACHARIAH,26021,37
ADELL,1049,6151
CELESTE,57,56036
AUDREY,2885,272008
ZADIE,0,2402
AURA,0,3035
ELTA,0,1405
EVELINE,0,3034
LELAH,0,2067
NANIE,0,778
PETRA,67,13142
ELVIE,725,2501
GLENNIE,293,1931
JULIETTE,0,24727
MANNIE,1037,505
MERCY,48,7392
MIRANDA,183,109373
NANA,705,2360
ZILPAH,0,9
ALMEDIA,0,530
BERDIE,0,1114
BYRDIE,0,460
CLARIBEL,0,2842
CORAL,191,9780
EDWINA,0,15410
EXIE,6,2055
JUSTINE,2401,37679
MALISSIE,0,449
MYRTICE,0,4342
NARCISSUS,0,318
ROSAMOND,6,3271
THERESIA,0,2016
VALERIA,105,62953
VESSIE,5,513
VICTORINE,0,708
ALFREDA,35,11375
ALICIA,707,223932
ARABELLA,0,14240
ARMINDA,0,1294
AUDIE,4021,2235
CAMMIE,28,3866
CARMEN,16578,136080
DOTTIE,0,9068
FLO,0,2089
FREDERICKA,0,1957
GLORIA,1737,410736
GUSTA,0,578
ICIE,0,1354
LILLIA,0,2191
LOTA,0,586
NATHALIE,6,18325
NITA,0,14176
OTA,0,215
RAMONA,249,67757
TEXIE,0,672
ZILLAH,0,435
AIDA,5,12149
ALLENE,5,8750
ARRA,0,137
BELVA,0,7954
BIDDIE,0,262
BULA,0,1034
CARRY,300,1358
COURTNEY,22536,257011
CRETE,0,14
DICY,0,328
DOSSIE,466,568
ESTER,891,15036
EVANGELINE,0,24305
FLAVIA,0,1702
FLETA,0,1332
FRONIA,0,543
GILLIE,191,322
JINNIE,0,844
JONNIE,3165,5756
KAREN,2765,985097
KATHARINA,0,1956
MELL,342,202
MIRTIE,0,236
MORA,0,777
NINNIE,0,136
RETTIE,0,163
ROZELLA,0,2696
SOFIA,114,118040
SYBIL,5,19202
SYLVANIA,5,546
TILLA,0,86
URSULA,0,14540
VEDA,0,11100
ZAIDA,0,3214
ZENOBIA,0,4271
AGGIE,30,1447
ALETHA,0,6901
ANDREA,5836,428830
ASON,287,41
BINA,0,1095
CELESTA,0,2087
CHLOIE,0,1470
CHRISTIE,883,45767
COREAN,0,926
CORINNA,0,6759
DONIA,0,1177
ELODIE,0,2330
EPSIE,0,251
EULAH,0,1871
EXA,0,466
GAIL,8951,201588
GEORGINE,0,2807
GRETTA,0,3799
HENRIETTE,0,1339
JEFFIE,677,1012
JEMIMA,0,1375
JO,1803,178732
JOSEFA,0,3966
JULIANA,49,54155
KATHARYN,0,1614
LANNIE,1858,1514
LAVADA,0,4445
LEONORE,0,2263
LEVINA,0,560
LIBBY,5,15920
LILIE,0,1373
LOUANNA,0,1309
MABELL,0,606
MADELEINE,15,38658
MARINDA,0,1714
MILA,30,27274
NETA,0,3208
ORLENA,0,647
OVA,528,1329
OZELLA,0,2277
RESSIE,18,1823
ROSENA,0,1366
ROSEY,0,1082
SENORA,0,1019
SIDDIE,0,59
SUSANA,52,20171
SUSANNE,0,25986
TEXANNA,0,249
TINEY,5,327
TINIE,0,83
TINY,161,2087
BROWN,1446,5
NEWELL,3225,79
CARTER,139355,4526
LUCAS,226832,425
BEE,1023,615
MEYER,4653,80
PARIS,8659,26756
DEFOREST,667,0
DOLPH,621,0
HARPER,5333,59727
JULE,1388,1974
LAMBERT,3420,0
ORANGE,598,18
ROE,823,112
AMBERS,113,0
COLLINS,3213,2033
ELBRIDGE,659,0
ELDON,25521,55
ELVIS,16604,152
GASTON,3856,0
HARTWELL,625,0
KNOX,8714,57
MANNING,1625,38
REED,29135,702
THOS,166,0
TODD,281240,1061
WIRT,286,0
ALVIS,5089,326
AMMON,3819,0
BOSS,346,0
CAS,104,0
CASS,1653,128
CHALMER,1427,0
DENTON,4813,0
ELSWORTH,829,0
ERVING,929,0
FREDRIC,8271,0
FURMAN,2758,0
PLUMMER,453,0
ROLLO,866,0
RUFFUS,674,0
SHELDON,35896,496
TILMAN,898,0
ACIE,2031,50
ALFONSO,39280,109
ASHTON,65104,18417
BURKE,3618,37
CAP,91,0
CASIMIRO,1037,0
COLLIE,1172,349
CURLEY,2590,534
DALE,276909,21858
DIXON,2640,5
DOMINICK,61353,267
GARRET,12993,5
GERRIT,2755,0
GRIFFIN,36607,556
HALL,827,0
HEBER,2884,0
HURLEY,2481,73
ISIDORE,3204,0
LORENZA,3681,3017
MURPHY,6354,1093
OBE,73,0
ORLO,898,0
SEBASTIAN,134174,297
TOLBERT,792,0
WHIT,839,0
ADRIEN,7824,1359
ALTO,561,31
ANGELO,76340,850
ANTONE,5851,10
ARDEN,7018,5289
ATTICUS,7897,39
BELTON,1178,0
BLAIR,14396,13584
BURRELL,1475,0
CAMPBELL,4346,5118
CHAMP,1023,0
COLEY,1952,253
CONWAY,2150,0
CRAIG,298370,1012
DALTON,79485,396
DARRELL,158405,1187
DARWIN,24168,77
DENNIE,3728,807
EBB,247,0
EBBIE,317,336
ELLISON,2162,3278
ELONZO,166,0
EMIT,333,0
EMRY,543,1132
EPHRAM,357,0
ESEQUIEL,2790,0
EVERTT,953,0
GARNER,2101,23
GARNETT,3817,2784
GRAHAM,39800,141
GREGG,36442,113
HALBERT,1137,0
HARVIE,1623,23
HARVY,968,0
HUBBARD,763,0
JARED,198538,768
JERE,4268,1159
JOESPH,15493,12
JOHNATHAN,91720,349
JULUIS,893,0
KIRBY,14120,3497
KYLE,475932,8591
LANE,35614,3716
LAWERENCE,4818,0
LESS,281,0
LOWELL,40988,347
LOY,4090,872
MARCEL,16942,992
MARIUS,2143,0
MARRION,586,378
MERCER,1001,128
MONTE,22072,814
NOLAN,88657,290
OKEY,1462,0
PAGE,1504,3861
PRIMUS,182,0
PROSPER,371,0
PRYOR,268,5
ROBIN,44416,289143
ROLL,5,0
SEWARD,568,0
SHANNON,51852,294707
TALMAGE,2176,0
VAUGHN,19704,936
VERNER,1962,171
WAVERLY,1951,1720
WELDON,13863,25
WELLS,1685,48
WILIAM,1163,0
WING,166,22
VERDA,7,8062
ATTIE,0,358
GRETCHEN,38,53193
HERMINA,0,1587
NELLY,44,6548
ELLER,0,481
HETTY,0,720
LUETTA,0,2048
PENNIE,0,5734
ROSEMARY,358,155215
BECKIE,0,2851
BUNA,0,767
CALDONIA,0,706
CANDACE,158,84384
EDLA,0,300
ELEONORA,0,1158
ELFRIEDA,0,1487
FLORRIE,0,1536
LUISA,33,11917
MYRTIS,5,6121
TRUDIE,0,3129
AGUSTA,12,251
ALPHONSINE,0,81
DELLIE,11,634
DELPHA,0,2025
JOYCE,2858,506881
KATHYRN,0,3167
LORETTO,5,922
LUCINDY,0,230
MAYBELL,0,2179
ODILE,0,781
ORAH,0,239
PRUDIE,0,354
RHEA,408,15674
RINDA,0,856
ROSY,0,1804
ROXY,102,3354
SARRAH,0,1596
SUSANNAH,0,7200
TULA,0,1500
ALWINA,0,18
ANNABELL,0,6366
ARAH,0,531
BERNADINE,0,21903
BUENA,0,987
CAPITOLA,0,579
CATHERN,0,1080
CHRISTIANA,0,9962
CLORA,0,1799
COLUMBIA,5,640
EILEEN,407,185611
ELIZBETH,0,1250
EURA,84,1453
HENNIE,0,218
HENRETTA,0,1286
IVIE,82,1653
JEANIE,0,17011
JUSTINA,6,11808
LEANER,0,373
LEONIA,0,1557
LORRAINE,935,208385
LUCETTA,0,541
MACIE,31,17838
MAHALIE,0,194
MARRY,0,1846
NOVELLA,0,5767
OLEVIA,0,1917
PHILLIS,6,3677
PHILOMENE,0,544
SALINA,0,6922
SINDA,0,308
TINNIE,0,954
VASHTI,0,2237
VELLA,0,2076
VEVA,0,1598
VICY,0,101
ZITA,0,2850
AFFIE,0,60
ALBERTHA,0,5145
ALEXINA,0,322
ALTIE,10,650
ANABEL,35,9218
ANIE,0,226
ARTELIA,0,593
ATHA,99,1441
BARBRA,0,7757
BEAULAH,0,2273
BERTINA,0,1234
BIRDELLA,0,173
BLOSSOM,0,2680
CARA,62,51140
CARMELA,5,23146
CAROLYNE,0,3464
CATHRYN,0,16122
CHARLOTTIE,0,110
CILLA,0,37
DENISE,1363,371743
DEZZIE,5,242
DORTHEA,0,2415
ELEONORE,0,899
FAIRY,0,2362
FANNYE,0,486
FRANC,16,10
FRANCINA,0,1625
FRANCISCA,61,12109
GENEVRA,0,307
HELGA,0,2202
IZA,0,309
JEANETTA,0,5138
JEANNIE,55,35913
JERUSHA,0,1119
LAURIE,1954,166021
LISETTE,0,9308
LODA,0,166
LUDA,0,276
LYNDA,119,77724
MARGET,0,541
MARIAM,5,13651
MODENA,0,679
NANNA,0,236
NELIE,0,37
OLENA,0,719
PENNY,388,97145
PHEOBE,0,987
PORTIA,8,10465
ROXANA,26,11112
SADYE,0,1515
SAVILLA,0,494
SHELLIE,892,9969
SIBBIE,0,139
THEKLA,0,290
VIENNA,0,3771
VINIA,0,243
VIRA,0,1146
WILLIA,553,3316
ZAIDEE,0,216
ZANA,0,2090
ZILLA,0,288
CLEVE,4504,23
LINUS,4224,0
REINHOLD,1429,0
JUNIOR,40044,195
ACE,8306,23
ARMSTEAD,416,0
BENEDICT,8456,0
BRICE,14916,354
GIBSON,4076,120
MILLS,635,20
ADOLFO,15311,10
ALANZO,356,0
ANTOINE,26058,364
ETHAN,400683,667
EUSTACE,661,0
EWING,1196,0
FERNAND,1482,0
FISHER,4057,22
HARLAND,5373,8
HILARY,2192,23902
HOSIE,1231,11
LEMON,1071,60
MARSH,374,11
NEWMAN,1879,0
NICKOLAS,37777,47
PEARLEY,178,673
ROMAN,60645,251
ROME,2130,125
SHELLY,2190,84170
VICENTE,18524,0
WESTON,38989,37
ALAN,344225,1067
ALBERTO,59363,447
ALEXIS,62114,334514
AUGUSTE,287,28
BASCOM,731,0
CAMERON,266473,26677
CLABE,45,0
COOPER,76438,1588
DOMINGO,13646,26
ELWIN,5048,5
EMILIO,37380,57
FRENCH,1119,10
GERHARD,2418,0
HANSFORD,587,0
JARVIS,16878,123
JOBE,1190,0
JOSEPHUS,1195,0
LANDON,145395,777
LESLEY,4796,33893
LINN,1448,837
LITTLETON,312,0
LONE,11,0
MARGARITO,4761,0
MELTON,4230,0
OTT,84,0
RANDLE,2919,7
SEABORN,526,0
SEVERT,53,0
STEWARD,1229,0
VESTER,2566,662
WENZEL,142,0
ALBY,38,15
ALCEE,182,0
ALMOND,617,0
ALVY,296,0
AMON,2352,0
ANSEL,3372,10
BAYARD,899,0
BENNY,46681,569
BLUFORD,293,0
BOOKER,11029,5
BURNETT,1561,283
BURNEY,883,5
CASWELL,280,0
CONLEY,3525,263
CORTEZ,9786,89
DIONICIO,1978,0
ELDRED,3745,294
ELL,144,10
ELLERY,2169,2978
ELLWOOD,1962,0
EMMIT,3645,0
ERLE,855,0
ESSEX,351,0
EWELL,2051,7
EWIN,115,0
FABIAN,37688,327
FLORENCIO,2975,0
FREMONT,482,0
GAINES,1526,0
GARNET,1957,6818
GAYLORD,6086,5
GERMAN,9135,5
GREENE,121,0
HARLOW,1718,4534
HILTON,6730,26
JHON,2525,0
KAY,3837,98196
KELLEY,6153,45911
LAMAR,32465,1057
LAZARUS,2667,0
LEIGH,5075,39829
LENZY,467,54
LEONCE,431,0
LEVERETT,174,0
LORENZ,1655,0
LOTT,106,0
LOYAL,3922,186
LUSTER,1119,12
MANCE,247,0
MATTHEWS,1500,0
MIKEL,10508,987
MOODY,736,0
MURRY,3078,94
NICOLAS,83511,174
NORTON,2304,0
OATHER,443,0
ORVA,105,508
PATRICIO,4025,5
RANCE,2893,0
RAPHAEL,18599,318
RUDOLF,2894,0
RUDY,47562,1001
RUEL,1838,5
SAMEUL,864,0
SAMUL,226,0
SELDON,989,0
STAFFORD,2707,0
THEOPHILUS,1976,0
THOMPSON,2234,0
TOBY,32911,7601
TRUE,958,759
VAL,5539,1731
VINCE,11545,5
WILLAIM,1588,0
WOODY,4128,10
WORLEY,728,0
ZED,347,0
LAUREL,1854,43280
LELAR,0,629
MATILDE,218,2889
SIMONA,0,3563
THORA,0,2119
ANGELITA,37,11489
BERENICE,11,9005
CLEORA,0,1712
DAGMAR,0,1583
DINA,76,30397
EMA,0,3604
FLORINE,5,11253
LORAINE,340,17101
MAIDA,0,2583
MISSIE,0,870
ARLINE,36,17550
BEATRIX,0,2310
DELTA,84,3508
DORATHEA,0,645
ELENOR,0,2037
GERTHA,0,1792
LESTA,0,679
REBEKAH,119,72572
ROSSIE,768,1755
ALMINA,0,209
AMALIE,0,1119
AMMIE,32,2557
ARLENA,0,2738
AVIE,11,1255
CARLIE,1292,13894
CENA,6,423
DELIAH,0,1065
DOT,22,1309
EARLIE,2262,1329
ELFIE,0,316
ERMINE,67,522
FRANCISQUITA,0,21
GEORGEANNA,0,1795
GLENDORA,0,2351
LEONTINE,0,1150
LEVA,0,793
LITHA,0,261
LUBERTA,0,1016
MARIANNA,0,15443
PARLEE,0,414
PEARLA,0,504
SISTER,0,563
THRESA,0,2334
ALENE,5,8668
ALVERDA,0,891
ANTONETTE,0,7759
ARGIE,146,979
ARKIE,37,183
ARLETTA,0,2359
BEA,0,1794
BETTYE,47,22921
BOBBIE,18373,88085
CAPPIE,0,41
CARO,5,269
CLOE,5,3469
CORENE,0,3918
DEETTA,0,1177
ELBERTA,0,1750
ELNA,0,4400
ETHER,66,1214
FELICIE,0,156
FREDERICA,0,2326
HELLEN,0,7477
ICEY,0,134
INES,399,5485
JUNIA,0,725
LANEY,336,10170
LASSIE,0,979
LOCKIE,0,464
LOSSIE,24,1189
LOVEY,0,758
MARIANITA,0,125
MATTYE,0,543
MELINA,0,15745
MERTA,0,15
MIDA,0,123
NECIE,0,219
NEZZIE,0,482
NORINE,0,5232
OCTAVIE,0,176
OTIE,42,147
PARILEE,0,116
PERNIE,0,378
PINKY,0,374
PRICILLA,0,4361
REFUGIA,5,1289
REVA,11,15440
ROMA,522,7513
SEDONIA,0,571
SENIE,0,69
SPICY,0,10
VERGIE,47,4582
ZELIA,0,984
BRADY,85571,1689
FESTUS,361,0
ODELL,14621,4146
ROSCO,1389,0
CHAUNCY,1228,33
DELMER,7616,16
JIMMY,285537,2218
LARS,6322,0
MILAS,471,0
ROGERS,6995,21
WESS,451,0
BRYAN,377722,1712
DOUGLASS,5744,26
IRVINE,898,5
ISIDOR,384,0
JEPTHA,257,0
OLOF,107,0
ROBT,468,0
RONALD,1077318,3849
SIMPSON,707,0
TANDY,714,1164
THURLOW,422,0
TOY,1151,967
ZENO,1128,0
ALPHONSUS,408,0
ALVAN,1100,0
